Classes,Ratio R2,Jawline Width D5,Ratio R3,angle A1,Forehead width D2,face length D3,chin_width D6,angle A2,Ratio R1,Ratio R8,Ratio R7,Ratio R3,Ratio R4,Ratio R5,Ratio R6,Ratio R9,Ratio R10,cheekbone width D1,jawline length D4,chin shape D7,angle A3
heart,0.796752072,324.5,0.765808406,68.03669032,364.05,475.38,186.32,54.95347888,0.961162742,0.891361077,0.491921005,0.765808406,1.167211094,0.574175655,1.053080721,0.604653313,0.521629455,378.76,196.21,97.19,75.16625147
heart,0.810068349,103.17,0.754074658,68.49121647,114.74,152.16,59.03,54.68252755,0.930877819,0.899163326,0.478906377,0.754074658,1.194727149,0.57216245,1.07419956,0.614616652,0.525495511,123.26,63.41,31.02,72.65169188
heart,0.782227723,133,0.675891089,64.05770451,136.53,202,73,53.67317405,0.864059237,0.974144877,0.461996076,0.675891089,1.188045113,0.54887218,1.156164384,0.634586466,0.520547945,158.01,84.4,38,72.96092327
heart,0.826357892,245.05,0.751869457,69.57192962,259.41,345.02,139.03,57.29790313,0.909859353,0.944643614,0.487636351,0.751869457,1.163476841,0.567353601,1.059339711,0.6010202,0.518089621,285.11,147.28,72.03,74.54070062
heart,0.775956945,108.17,0.712886255,65.7415879,117.89,165.37,61.13,54.76093789,0.918718828,0.917550259,0.476387157,0.712886255,1.186280854,0.565128964,1.11647309,0.63095128,0.525764764,128.32,68.25,32.14,72.73748991
heart,0.786767559,134.73,0.697953046,51.52220102,143.89,206.16,74.55,39.59620864,0.887114673,0.93634026,0.459617756,0.697953046,1.20388926,0.55332888,1.026022803,0.567728049,0.512541918,162.2,76.49,38.21,71.42170176
heart,0.76149607,142.51,0.696585057,64.97344124,154.21,221.38,79.31,53.56088957,0.914758572,0.924129434,0.470459129,0.696585057,1.182934531,0.556522349,1.083217753,0.602834889,0.519354432,168.58,85.91,41.19,73.67622752
heart,0.760313054,167.24,0.70976945,64.70246341,184.1,259.38,93.19,53.21587442,0.933522641,0.908419337,0.47254196,0.70976945,1.17920354,0.557223152,1.160746861,0.646795025,0.516042494,197.21,108.17,48.09,73.85710453
heart,0.807108027,149.08,0.760268192,69.84514812,162.15,213.28,84.05,56.41369086,0.941965842,0.919395621,0.488265365,0.760268192,1.15468205,0.563791253,1.050803093,0.592433593,0.523616895,172.14,88.32,44.01,75.50910898
heart,0.79296708,322.69,0.706498504,67.38212216,330.5,467.8,181.8,54.39335526,0.890955654,0.976369138,0.490093004,0.706498504,1.149555301,0.563389011,1.0220022,0.575784809,0.524917492,370.95,185.8,95.43,76.40845551
heart,0.758571429,174.07,0.695457875,61.55707138,189.86,273,98.05,49.00780454,0.916799459,0.916833456,0.473465643,0.695457875,1.189693801,0.563279141,1.135033146,0.639340495,0.530443651,207.09,111.29,52.01,74.30347416
heart,0.811287227,100.02,0.744971213,69.94153051,104.81,140.69,57.49,56.7164542,0.918258279,0.954298254,0.503679692,0.744971213,1.141171766,0.574785043,1.111671595,0.638972206,0.518872847,114.14,63.91,29.83,75.40308676
heart,0.818450337,101.24,0.769336447,66.99813787,112,145.58,57.31,53.15323151,0.939991607,0.903928571,0.480990348,0.769336447,1.176906361,0.566080601,1.128249869,0.638680363,0.54336067,119.15,64.66,31.14,73.34976361
heart,0.779049483,157.03,0.728290006,68.53239978,171.17,235.03,89.01,56.31679844,0.934844347,0.917392066,0.486127799,0.728290006,1.166019232,0.566834363,1.106280193,0.627077628,0.516908213,183.1,98.47,46.01,74.36133744
heart,0.750058059,109.17,0.680678124,67.17431131,117.24,172.24,62.07,54.60013878,0.907500581,0.931166837,0.480455144,0.680678124,1.183383713,0.568562792,1.089415176,0.619400934,0.516513614,129.19,67.62,32.06,73.65345299
heart,0.778727273,185.22,0.722981818,62.69634475,198.82,275,103.12,51.21735333,0.928414663,0.931596419,0.481531637,0.722981818,1.156192636,0.556743332,1.048002327,0.583468308,0.524049651,214.15,108.07,54.04,75.55108282
heart,0.810661719,270.53,0.688222462,57.505902,274.47,398.81,146.12,47.67693158,0.848963811,0.985645061,0.45196412,0.688222462,1.195061546,0.54012494,1.078223378,0.582375337,0.521215439,323.3,157.55,76.16,72.68935569
heart,0.807760209,180.1,0.737680381,71.74980763,192.21,260.56,101.08,60.75994,0.913241792,0.936995994,0.480258469,0.737680381,1.16862854,0.561243753,1.10862683,0.622209883,0.505441235,210.47,112.06,51.09,73.33822031
heart,0.775633387,249.36,0.70571473,58.79718041,272.42,386.02,136.07,49.15964229,0.90985605,0.915351296,0.454460439,0.70571473,1.200713827,0.545676933,1.1432351,0.623837023,0.533254942,299.41,155.56,72.56,72.2974602
heart,0.798119779,1307.19,0.744328107,68.36748257,1406.14,1889.14,770.17,52.93716229,0.932602006,0.929630051,0.510804107,0.744328107,1.153435996,0.589179844,0.979900541,0.577337648,0.53015568,1507.76,754.69,408.31,74.99626884
heart,0.809857892,307.2,0.756757968,67.9647756,337.62,446.14,171.14,56.49831448,0.934433035,0.909898703,0.473665274,0.756757968,1.176139323,0.557096354,1.0617623,0.591503906,0.508881617,361.31,181.71,87.09,73.72946645
heart,0.771724551,224.11,0.706886219,66.21570129,247.7,350.41,126,53.62967411,0.915982546,0.904763827,0.465941868,0.706886219,1.206639597,0.562223908,1.156507937,0.650216412,0.531825397,270.42,145.72,67.01,71.17792342
heart,0.778279757,113.16,0.698928468,68.41906381,120.67,172.65,62.07,57.31849378,0.898042718,0.93776415,0.461933467,0.698928468,1.187433722,0.548515376,1.160141775,0.636355603,0.532624456,134.37,72.01,33.06,72.06079957
heart,0.789570767,360.61,0.723258259,64.84886628,392.1,542.13,204.41,51.15852543,0.916014484,0.919688855,0.477537671,0.723258259,1.187016444,0.566845068,1.082774815,0.613765564,0.524925395,428.05,221.33,107.3,73.69572391
heart,0.765751608,131.38,0.712075824,67.3254958,145,203.63,73.11,55.21720002,0.929904444,0.906068966,0.468864234,0.712075824,1.186862536,0.556477394,1.166461496,0.649109453,0.53508412,155.93,85.28,39.12,72.43103122
heart,0.81368529,103.12,0.726806766,71.27972952,113.44,156.08,56.22,58.58140817,0.893228346,0.909026798,0.442677165,0.726806766,1.231574864,0.54519007,1.297580932,0.707428239,0.534863038,127,72.95,30.07,69.62356479
heart,0.73951163,262.62,0.664879357,64.41131501,275.28,414.03,150.76,52.18423742,0.899078973,0.954010462,0.492390097,0.664879357,1.165867032,0.574061381,1.083443884,0.621963293,0.524542319,306.18,163.34,79.08,74.3638087
heart,0.738266151,67.48,0.635652494,71.39503453,69.07,108.66,38.33,58.71590299,0.86100723,0.976979875,0.47781102,0.635652494,1.18879668,0.568020154,1.237151057,0.702726734,0.553352465,80.22,47.42,21.21,69.84519855
heart,0.796969697,114.11,0.754723708,67.15352142,127.02,168.3,66.03,54.93280515,0.946991724,0.898362463,0.492283605,0.754723708,1.175444746,0.578652178,1.067545055,0.617737271,0.530213539,134.13,70.49,35.01,74.12882139
heart,0.810305817,95.02,0.760820378,68.84048784,104.24,137.01,55,52.90978694,0.938929923,0.911550269,0.495406233,0.760820378,1.168385603,0.57882551,1.014545455,0.587244791,0.509090909,111.02,55.8,28,73.02235941
heart,0.827592189,616.83,0.660876731,76.58703965,609.52,922.29,328,66.44719904,0.798553611,1.011993044,0.429724348,0.660876731,1.237423601,0.53175105,1.408597561,0.749023232,0.518993902,763.28,462.02,170.23,67.75758797
heart,0.761002536,83.01,0.716470237,63.66662117,96.05,134.06,46.01,49.95684585,0.941482062,0.864237376,0.450990002,0.716470237,1.229008553,0.55427057,1.191480113,0.660402361,0.521625734,102.02,54.82,24,71.46947866
heart,0.762544873,248.1,0.72140555,57.7860683,275.31,381.63,140.09,45.89292031,0.946049964,0.901165958,0.481392392,0.72140555,1.172954454,0.56465135,1.103290742,0.622974607,0.535441502,291.01,154.56,75.01,72.5571898
heart,0.785869821,864.09,0.718284106,65.50835397,946.72,1318.03,477.51,54.20477198,0.913998841,0.912719706,0.461005986,0.718284106,1.198717726,0.552616047,1.182341731,0.653381014,0.53550711,1035.8,564.58,255.71,71.72294239
heart,0.807999195,204.06,0.742859059,63.53961446,221.58,298.28,114.02,49.96266956,0.919380939,0.920931492,0.473092403,0.742859059,1.181074194,0.558757228,1.050780565,0.587131236,0.526311173,241.01,119.81,60.01,71.95326849
heart,0.745658372,95.13,0.726023847,65.51245621,112.04,154.32,55.08,51.82389462,0.973668202,0.84907176,0.47866516,0.726023847,1.209607905,0.578997162,1.122912128,0.650162935,0.527777778,115.07,61.85,29.07,71.43604835
heart,0.824970131,163.62,0.776113671,67.61986495,181.89,234.36,94.05,53.91290394,0.940777904,0.899554676,0.486448743,0.776113671,1.181640386,0.574807481,1.056034024,0.607016257,0.527910686,193.34,99.32,49.65,72.87291262
heart,0.805828385,410.31,0.723564344,66.57600591,447.17,618.01,223.57,55.91322072,0.897913697,0.917570499,0.448926728,0.723564344,1.21374083,0.5448807,1.296506687,0.706441471,0.537415575,498.01,289.86,120.15,69.50643474
heart,0.780081284,158.01,0.723675028,58.92609318,176.28,243.59,89.02,46.90431453,0.927691822,0.896358067,0.468477002,0.723675028,1.202582115,0.563382064,1.157942035,0.652363774,0.550550438,190.02,103.08,49.01,71.46456021
heart,0.759079785,132.06,0.724424865,59.73239965,148,204.3,74.03,47.72023764,0.954346144,0.892297297,0.477366521,0.724424865,1.174314705,0.560578525,1.132919087,0.635090111,0.526948534,155.08,83.87,39.01,75.90221437
heart,0.782087395,445,0.765451944,56.66898645,519.03,678.07,254.05,43.49850696,0.978729422,0.857368553,0.479059418,0.765451944,1.191707865,0.570898876,1.070261759,0.611011236,0.531391458,530.31,271.9,135,73.51019794
heart,0.765972368,93.09,0.736377025,65.11536877,105,142.59,54.08,50.26066984,0.961362388,0.886571429,0.495147409,0.736377025,1.173273176,0.580943173,1.077107988,0.625738533,0.519045858,109.22,58.25,28.07,74.02067546
heart,0.779657103,114.04,0.756566415,59.76665097,131.06,173.23,65.03,48.48079573,0.970383533,0.870135816,0.481489708,0.756566415,1.184321291,0.570238513,1.159926188,0.661434584,0.553744426,135.06,75.43,36.01,73.72801645
heart,0.813563532,336.62,0.727466567,71.6672497,351.41,483.06,192.04,59.52160199,0.894173028,0.95791241,0.488651399,0.727466567,1.167488563,0.57049492,1.159706311,0.661606559,0.528014997,393,222.71,101.4,73.23115874
heart,0.791821561,183.04,0.71936803,68.59821554,193.51,269,102.08,56.38683272,0.908497653,0.945894269,0.479248826,0.71936803,1.16368007,0.557692308,1.143808777,0.637893357,0.519298589,213,116.76,53.01,75.49983323
heart,0.811092451,315.07,0.723808294,59.73929174,336.18,464.46,173.42,49.38808925,0.892386919,0.937206259,0.460341898,0.723808294,1.195670803,0.550417368,1.126513666,0.620052687,0.520989505,376.72,195.36,90.35,70.99168942
heart,0.792331593,415.02,0.758560669,65.0672646,466.31,614.73,239.01,51.47862167,0.95737779,0.890008792,0.490709754,0.758560669,1.173606091,0.575899957,1.046190536,0.602501084,0.523074348,487.07,250.05,125.02,73.90335133
heart,0.781345964,128.1,0.713371155,63.94952719,137.06,192.13,71.11,52.45654173,0.913002931,0.934627171,0.473687716,0.713371155,1.171896956,0.555113193,1.139361553,0.632474629,0.535086486,150.12,81.02,38.05,75.18788107
heart,0.683333333,103,0.618666667,63.11664221,111.36,180,60.01,49.54620783,0.905365854,0.924928161,0.487886179,0.618666667,1.194174757,0.582621359,1.111648059,0.647669903,0.533244459,123,66.71,32,73.58879502
heart,0.797939744,308.37,0.759385371,61.26586496,352.37,464.02,177.18,47.16631126,0.951682601,0.875131254,0.478528602,0.759385371,1.200700457,0.574569511,1.093972232,0.62856309,0.530816119,370.26,193.83,94.05,73.11801367
heart,0.82056674,199.01,0.768098456,69.09714542,222.81,290.08,114.02,55.54508012,0.93605848,0.893182532,0.47901525,0.768098456,1.196070549,0.572936033,1.16839151,0.669413597,0.526311173,238.03,133.22,60.01,72.41637946
heart,0.79994667,100,0.788014132,62.67105036,118.21,150.01,55.01,49.88434891,0.985083333,0.845952119,0.458416667,0.788014132,1.2,0.5501,1.17542265,0.6466,0.54535539,120,64.66,30,72.66414745
heart,0.783241669,201.64,0.741442899,61.68093418,229.18,309.1,112.29,50.00119019,0.946633622,0.879832446,0.463816605,0.741442899,1.200654632,0.556883555,1.118888592,0.623090657,0.52667201,242.1,125.64,59.14,73.65014161
heart,0.766934413,101.12,0.738979192,62.42986282,116.84,158.11,57.04,50.82696689,0.963549398,0.865457035,0.470394194,0.738979192,1.199169304,0.564082278,1.167601683,0.658623418,0.526297335,121.26,66.6,30.02,71.39087458
heart,0.787702982,223.38,0.679980176,56.21260815,233.24,343.01,121.33,46.41932247,0.863244384,0.957725948,0.449054369,0.679980176,1.209553228,0.543155162,1.142833594,0.620735966,0.520316492,270.19,138.66,63.13,71.48936327
heart,0.753411521,398.22,0.597833606,74.23993484,380.27,636.08,220.42,64.50963814,0.793502076,1.047203303,0.459946164,0.597833606,1.203430265,0.553513133,1.337083749,0.740093416,0.527538336,479.23,294.72,116.28,70.64411884
heart,0.745305409,155.01,0.660823583,63.40845979,158.71,240.17,89.01,50.39185971,0.886648045,0.976687039,0.49726257,0.660823583,1.154764209,0.574221018,1.089877542,0.625830592,0.539377598,179,97.01,48.01,74.21869744
heart,0.782288265,212.01,0.676682944,69.98860221,225.87,333.79,113.07,59.60499378,0.865004596,0.938637269,0.433019301,0.676682944,1.231640017,0.5333239,1.285398426,0.685533701,0.521889095,261.12,145.34,59.01,70.04519215
heart,0.772671558,394.51,0.709908155,70.19738343,422.8,595.57,224.44,57.80890038,0.918770916,0.933088931,0.487722196,0.709908155,1.166459659,0.568908266,1.133487792,0.644850574,0.526688647,460.18,254.4,118.21,73.60410376
heart,0.801110365,223.52,0.723628821,65.28845789,237.22,327.82,124.79,53.40354073,0.903282309,0.942247703,0.475173254,0.723628821,1.174928418,0.55829456,1.050004007,0.586211525,0.524801667,262.62,131.03,65.49,73.87150309
heart,0.795615358,116.02,0.694119012,72.74040759,119.68,172.42,66.01,59.48239011,0.872430383,0.969418449,0.481192594,0.694119012,1.182382348,0.568953629,1.176639903,0.669453542,0.530222694,137.18,77.67,35,72.33145921
heart,0.724872406,178.63,0.658761483,65.63275562,193.61,293.9,101.4,53.77757017,0.90879647,0.922627963,0.475966955,0.658761483,1.192632816,0.56765381,1.118836292,0.635111683,0.52504931,213.04,113.45,53.24,73.03299682
